,0
0,0.0
1,2239.10332840048
2,19.798063595609
3,411.53062289513394
4,34.214129320567004
5,0.480535524165267
6,0.0
7,2.1143563063271698
8,37.5778779897238
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,248.24465178377704
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,10.956209950968098
22,29.697095393413505
23,0.0
24,0.0
25,176.45264447348598
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,3.07542735465771
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,189.763478492864
41,0.0
42,0.0
43,0.0
44,0.0
45,177.990358150815
46,56.6070847466684
47,10.956209950968098
48,0.0
49,0.0
50,5.86253339481625
51,35.7518429978958
52,0.0
53,0.0
54,0.480535524165267
55,0.0
56,50.74455135185221
57,0.0
58,5.38199787065099
59,0.480535524165267
60,110.427063453178
61,1.05717815316359
62,0.480535524165267
63,0.0
64,9.80292469297144
65,0.0
66,0.0
67,0.0
68,74.5791133504494
69,322.439336714894
70,0.0
71,62.9021001132334
72,0.0
73,0.0
74,0.0
75,0.480535524165267
76,9.80292469297144
77,26.813882248421898
78,10.5717815316359
79,0.0
80,0.0
81,0.480535524165267
82,0.0
83,0.0
84,0.0
85,90.052357228571
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,92.74335616389652
94,0.0
95,1.05717815316359
96,0.0
97,88.80296486574129
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,55.646013698337896
104,115.52074000933
105,9.41849627363922
106,0.0
107,0.0
108,0.0
109,0.480535524165267
110,0.0
111,31.2348090707423
112,84.3820380434208
113,119.220863545403
114,0.0
115,0.0
116,11.3406383703003
117,0.0
118,64.5839744478118
119,2.59489183049244
120,24.891740151760803
121,0.0
122,0.0
123,0.0
124,0.0
125,2.1143563063271698
126,0.0
127,0.0
128,9.03406785430701
129,0.0
130,10.5717815316359
131,0.0
132,9.03406785430701
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,1.05717815316359
142,540.698571790758
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,47.47690978752829
150,0.0
151,0.0
152,0.0
153,125.90030733129998
154,0.480535524165267
155,0.480535524165267
156,0.0
157,261.939914222487
158,17.2992788699496
159,0.0
160,0.480535524165267
161,0.0
162,0.0
163,0.0
164,0.0
165,2279.37220532553
166,0.0
167,1.05717815316359
168,0.0
169,94.1849627363923
170,0.0
171,0.0
172,0.0
173,0.0
174,61.316332883488
175,25.18006146626
176,0.0
177,0.0
178,0.0
179,6.63139023348068
180,0.0
181,52.5705863436802
182,0.0
183,0.0
184,0.0
185,0.0
186,4.03649840298824
187,120.998844984814
188,0.0
189,0.0
190,4.03649840298824
191,0.0
192,0.0
193,0.0
194,6.24696181414847
195,0.480535524165267
196,2.59489183049244
197,30.177630917578696
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,651.413956558435
204,0.0
205,0.0
206,0.0
207,213.26166562454495
208,0.0
209,0.0
210,0.480535524165267
211,0.0
212,0.0
213,0.0
214,0.0
215,111.09981318701
216,0.0
217,0.0
218,0.0
219,277.94174717719
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,142.238515152919
227,0.0
228,176.933179997651
229,0.0
230,0.0
231,0.0
232,2.1143563063271698
233,41.6143763927121
234,47.90939175927711
235,0.0
236,0.0
237,95.2421408895558
238,0.0
239,0.0
240,0.0
241,0.0
242,81.5949320032623
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,24.411204627595502
249,69.4854367942975
250,121.671594718645
251,0.0
252,0.0
253,9.80292469297144
254,1.05717815316359
255,0.0
256,0.0
257,20.7591346439395
258,0.0
259,0.0
260,85.1508948820852
261,292.165598692482
262,0.0
263,0.0
264,0.480535524165267
265,0.0
266,0.0
267,0.0
268,0.0
269,29.697095393413505
270,0.0
271,0.0
272,1.05717815316359
273,0.0
274,630.847036124162
275,0.480535524165267
276,0.480535524165267
277,43.7287326990393
278,38.250627723555205
279,0.0
280,0.0
281,31.523130385241497
282,0.0
283,4.03649840298824
